0 100 0
0 100 0
1 100 -150
0 100 0
1 100 -300
0 100 0
1 100 -200
0 100 0
1 100 -250
1 100 -350
0 100 0
1 100 -350
0 100 0
1 100 -250
1 100 -200
0 100 0
1 100 -300
1 100 -150
0 100 0
0 100 0
0 100 0
1 100 -300
0 100 0
1 100 -350
0 100 0
1 100 -200
1 100 -250
1 100 -150
0 100 0
0 100 0
1 100 -350
1 100 -200
1 100 -250
0 100 0
0 100 0
0 100 0
1 100 -150
1 100 -300
0 100 0
0 100 0
