1 3 1 0 50 0 2050 5.59464
2 2 1 1 100 0 2150 4.37261
3 4 1 1 50 0 2200 4.76901
4 3 2 0 50 0 2250 3.62657
5 2 2 1 100 0 2350 4.81253
6 2 3 0 100 0 2450 5.2971
7 1 1 0 100 0 2550 5.1213
8 3 3 1 50 -50 2550 5.22085
9 4 2 0 50 0 2600 4.48932
10 2 4 1 100 0 2700 3.91827
11 3 4 0 50 0 2750 3.44607
12 4 3 1 50 0 2800 5.07975
13 2 5 0 100 0 2900 3.6135
14 3 5 1 50 -50 2900 3.76841
15 2 6 1 100 0 3000 3.11322
16 1 2 0 100 0 3100 3.48954
17 2 7 0 100 0 3200 3.26643
18 4 4 0 50 0 3250 4.37743
19 3 6 0 50 0 3300 3.27638
20 2 8 0 100 0 3400 3.24964
21 1 3 1 100 -150 3350 4.72036
22 3 7 1 50 -50 3350 3.47091
23 2 9 1 100 -1250 2200 6.37793
24 3 8 0 50 0 2250 4.09041
25 2 10 0 100 0 2350 2.89446
26 4 5 0 50 0 2400 3.83418
27 3 9 1 50 -50 2400 4.22932
28 1 4 0 100 0 2500 4.13542
29 2 11 1 100 0 2600 2.98943
30 2 12 1 100 0 2700 3.4178
31 1 5 1 100 -300 2500 4.47371
32 3 10 1 50 -50 2500 3.51065
33 2 13 0 100 0 2600 2.77925
34 4 6 1 50 0 2650 4.80773
35 3 11 0 50 0 2700 3.70913
36 2 14 1 100 -1250 1550 5.19257
37 1 6 0 100 0 1650 12.1088
38 3 12 1 50 -25 1675 6.37815
39 4 7 1 50 0 1725 5.76171
40 2 15 0 100 0 1825 4.46099
41 1 7 1 100 -200 1725 4.57668
42 3 13 1 50 -75 1700 4.65437
43 4 8 0 50 0 1750 4.14965
44 4 9 0 50 0 1800 3.79076
45 2 16 1 100 0 1900 3.25595
46 3 14 0 50 0 1950 3.60399
47 2 17 1 100 0 2050 3.39534
48 2 18 0 100 0 2150 3.06191
49 2 19 0 100 0 2250 3.15892
50 2 20 0 100 0 2350 2.79255
51 2 21 1 100 -1250 1200 4.22203
52 3 15 0 50 0 1250 4.30076
53 2 22 0 100 0 1350 2.88206
54 2 23 1 100 0 1450 2.7504
55 2 24 1 100 0 1550 2.72215
56 2 25 0 100 0 1650 2.77521
57 2 26 1 100 0 1750 2.88727
58 2 27 0 100 0 1850 2.77261
59 2 28 1 100 0 1950 3.10466
60 2 29 0 100 0 2050 3.27733
61 2 30 0 100 0 2150 3.09562
62 2 31 1 100 0 2250 2.86123
63 2 32 1 100 -1250 1100 4.33301
64 1 8 0 100 0 1200 3.07633
65 1 9 1 100 -250 1050 4.06286
66 3 16 0 50 0 1100 3.10458
67 3 17 1 50 -25 1125 2.72993
68 3 18 1 50 -75 1100 3.67646
69 3 19 0 50 0 1150 2.95933
70 3 20 1 50 -50 1150 3.61109
71 3 21 0 50 0 1200 3.21789
72 3 22 0 50 0 1250 2.89383
73 3 23 0 50 0 1300 2.47919
74 3 24 1 50 -50 1300 2.55251
75 3 25 1 50 -25 1325 3.22248
76 3 26 1 50 -50 1325 3.14841
77 3 27 0 50 0 1375 2.81799
78 3 28 0 50 0 1425 3.01707
79 3 29 1 50 -75 1400 3.35005
80 3 30 1 50 -50 1400 2.38361
81 2 33 0 100 0 1500 3.56317
82 2 34 1 100 0 1600 2.78298
83 2 35 0 100 0 1700 2.7174
84 2 36 1 100 0 1800 2.83341
85 2 37 0 100 0 1900 2.78578
86 2 38 1 100 0 2000 3.41223
87 2 39 0 100 0 2100 3.06812
88 2 40 0 100 0 2200 2.91112
89 4 10 1 50 -250 2000 7.31141
90 4 11 1 50 0 2050 4.35923
91 4 12 1 50 0 2100 3.22304
92 4 13 0 50 0 2150 3.27488
93 4 14 0 50 0 2200 3.30014
94 3 31 0 50 0 2250 3.68476
95 3 32 0 50 0 2300 2.2991
96 3 33 0 50 0 2350 3.15378
97 1 10 1 100 -350 2100 4.14645
98 4 15 1 50 0 2150 3.16381
99 4 16 0 50 0 2200 3.07579
100 3 34 1 50 -25 2225 2.98408
