1 1 1 0 100 0 2100 18.6239
2 2 1 1 100 0 2200 5.10713
3 3 1 0 50 0 2250 4.2377
4 4 1 1 50 0 2300 4.6278
5 2 2 1 100 0 2400 3.6543
6 1 2 0 100 0 2500 4.0839
7 2 3 0 100 0 2600 7.55988
8 1 3 1 100 -150 2550 5.00136
9 3 2 0 50 0 2600 4.88731
10 2 4 1 100 0 2700 3.5623
11 4 2 0 50 0 2750 3.64065
12 4 3 1 50 0 2800 4.21763
13 2 5 0 100 0 2900 4.40161
14 2 6 1 100 0 3000 3.65102
15 2 7 0 100 0 3100 3.73281
16 2 8 0 100 0 3200 3.35922
17 2 9 1 100 -1250 2050 4.49521
18 2 10 0 100 0 2150 3.86459
19 2 11 1 100 0 2250 3.00697
20 2 12 1 100 0 2350 3.2113
21 2 13 0 100 0 2450 3.47843
22 2 14 1 100 -1250 1300 3.33148
23 1 4 0 100 0 1400 4.11335
24 1 5 1 100 -300 1200 3.73544
25 2 15 0 100 0 1300 3.35569
26 2 16 1 100 0 1400 3.20069
27 2 17 1 100 0 1500 2.94383
28 3 3 1 50 -50 1500 3.55701
29 3 4 0 50 0 1550 3.08236
30 4 4 0 50 0 1600 2.91127
31 2 18 0 100 0 1700 3.73586
32 2 19 0 100 0 1800 3.20919
33 1 6 0 100 0 1900 3.24263
34 1 7 1 100 -200 1800 3.60667
35 2 20 0 100 0 1900 3.3968
36 2 21 1 100 -1250 750 3.34185
37 2 22 0 100 0 850 3.29745
38 3 5 1 50 -50 850 3.62366
39 4 5 0 50 0 900 4.70012
40 4 6 1 50 0 950 3.53223
41 4 7 1 50 0 1000 3.54393
42 3 6 0 50 0 1050 3.16391
43 3 7 1 50 -50 1050 2.93489
44 4 8 0 50 0 1100 3.62621
45 2 23 1 100 0 1200 2.92061
46 2 24 1 100 0 1300 3.08942
47 2 25 0 100 0 1400 3.55309
48 1 8 0 100 0 1500 3.34128
49 1 9 1 100 -250 1350 2.99385
50 2 26 1 100 0 1450 4.10304
51 1 10 1 100 -350 1200 3.34535
52 2 27 0 100 0 1300 3.27507
53 2 28 1 100 0 1400 3.32199
54 2 29 0 100 0 1500 4.44709
55 2 30 0 100 0 1600 3.31341
56 2 31 1 100 0 1700 3.18736
57 2 32 1 100 -1250 550 3.18415
58 1 11 0 100 0 650 3.45795
59 1 12 1 100 -350 400 2.90422
60 1 13 0 100 0 500 3.95368
61 3 8 0 50 0 550 3.15203
62 3 9 1 50 -50 550 4.8418
63 4 9 0 50 0 600 3.73952
64 4 10 1 50 -250 400 3.73939
65 3 10 1 50 -50 400 3.17571
66 2 33 0 100 0 500 2.88678
67 1 14 1 100 -250 350 3.05393
68 2 34 1 100 0 450 2.84815
69 2 35 0 100 0 550 2.65831
70 2 36 1 100 0 650 2.96305
71 3 11 0 50 0 700 2.66316
72 3 12 1 50 -25 725 2.93944
73 3 13 1 50 -75 700 3.11994
74 3 14 0 50 0 750 3.16972
75 4 11 1 50 0 800 3.04563
76 4 12 1 50 0 850 2.84533
77 4 13 0 50 0 900 3.33894
78 4 14 0 50 0 950 2.98866
79 4 15 1 50 0 1000 2.88435
80 4 16 0 50 0 1050 2.97846
81 4 17 0 50 0 1100 3.23238
82 2 37 0 100 0 1200 3.16262
83 2 38 1 100 0 1300 3.20008
84 1 15 1 100 -200 1200 3.53159
85 1 16 0 100 0 1300 2.97866
86 1 17 1 100 -300 1100 3.03972
87 3 15 0 50 0 1150 4.21647
88 4 18 0 50 0 1200 3.12529
89 4 19 1 50 0 1250 3.07741
90 2 39 0 100 0 1350 2.6048
91 2 40 0 100 0 1450 5.76736
92 1 18 1 100 -150 1400 4.71684
93 3 16 0 50 0 1450 3.20971
94 4 20 1 50 -250 1250 3.1736
95 3 17 1 50 -25 1275 2.73543
96 3 18 1 50 -75 1250 3.25555
97 3 19 0 50 0 1300 3.33828
98 3 20 1 50 -50 1300 2.76687
99 3 21 0 50 0 1350 4.35314
100 4 21 0 50 0 1400 5.76673
